'Participant','Experiment','Type','Number','Correct','Aha','Impasse','Pleasure','Surprise','Certain'
225,3,2,9,0,28,56,27,28,39
225,3,2,10,0,18,51,19,14,30
225,3,2,11,0,22,54,24,18,28
225,3,2,12,0,31,52,24,23,29
225,3,2,13,0,24,54,25,19,30
225,3,2,14,0,20,59,17,18,29
225,3,2,15,0,18,65,25,24,28
225,3,2,16,0,30,71,30,30,29
225,3,2,17,0,0,81,20,29,0
225,3,2,18,1,32,67,20,31,50
225,3,2,19,0,20,55,21,20,30
225,3,2,20,0,23,51,24,15,29
226,3,1,1,1,91,6,100,17,100
226,3,1,2,1,95,55,84,8,100
226,3,1,3,0,0,93,0,72,0
226,3,1,4,1,100,16,100,84,100
226,3,1,5,0,0,100,0,100,0
226,3,1,6,1,9,50,54,57,52
226,3,1,7,1,100,67,65,22,100
226,3,1,8,0,0,100,1,1,1
226,3,1,9,1,55,4,54,81,94
226,3,1,10,1,95,1,91,61,92
226,3,2,1,0,0,100,0,100,0
226,3,2,2,0,0,100,0,0,0
226,3,2,3,0,0,100,100,100,0
226,3,2,4,0,51,70,53,54,29
226,3,2,5,1,97,5,99,0,100
226,3,2,6,0,0,100,0,100,0
226,3,2,7,0,0,100,0,100,0
226,3,2,8,1,91,0,91,0,100
226,3,2,9,0,0,100,0,100,0
226,3,2,10,0,0,100,0,100,0
226,3,2,11,1,90,0,90,0,100
226,3,2,12,1,81,0,91,0,100
226,3,2,13,0,0,100,0,100,0
226,3,2,14,1,91,2,89,0,100
226,3,2,15,1,89,0,90,0,100
226,3,2,16,1,91,10,91,0,100
226,3,2,17,1,92,13,89,6,95
226,3,2,18,1,81,0,81,0,100
226,3,2,19,1,72,12,55,10,82
226,3,2,20,1,81,0,90,0,100
227,3,1,1,0,1,100,83,100,0
227,3,1,2,1,100,0,100,1,93
227,3,1,3,0,1,99,100,18,3
227,3,1,4,1,98,16,82,8,89
227,3,1,5,0,6,99,99,64,3
227,3,1,6,1,60,21,19,50,20
227,3,1,7,2,92,3,31,30,71
227,3,1,8,1,100,7,100,2,69
227,3,1,9,1,100,39,100,0,100
227,3,1,10,1,31,66,10,99,30
227,3,2,1,1,79,81,100,19,70
227,3,2,2,0,100,70,99,20,88
227,3,2,3,0,0,90,73,99,8
227,3,2,4,0,0,100,29,93,0
227,3,2,5,0,8,99,50,35,0
227,3,2,6,0,0,97,81,61,9
227,3,2,7,1,23,81,74,72,30
227,3,2,8,1,100,0,100,0,100
227,3,2,9,0,0,99,78,98,0
227,3,2,10,0,28,84,81,71,30
227,3,2,11,0,99,2,100,0,100
227,3,2,12,1,93,34,82,11,95
227,3,2,13,0,56,82,58,80,60
227,3,2,14,0,61,62,71,19,34
227,3,2,15,0,31,83,11,30,1
227,3,2,16,1,100,0,100,0,96
227,3,2,17,1,100,0,100,0,100
227,3,2,18,1,100,0,100,0,100
227,3,2,19,0,67,0,99,0,90
227,3,2,20,1,100,11,82,0,81
228,3,1,1,1,100,54,100,67,100
228,3,1,2,1,100,54,100,57,100
228,3,1,3,1,6,62,47,23,29
228,3,1,4,0,39,60,99,13,100
228,3,1,5,0,46,64,65,60,86
228,3,1,6,1,99,55,99,98,99
228,3,1,7,2,100,64,100,54,100
228,3,1,8,0,4,51,24,38,45
228,3,1,9,1,74,42,91,74,100
228,3,1,10,0,4,88,31,17,18
228,3,2,1,1,45,100,54,55,40
228,3,2,2,0,31,84,47,59,38
228,3,2,3,1,70,75,80,85,100
228,3,2,4,0,0,100,0,0,0
228,3,2,5,0,0,100,48,46,0
228,3,2,6,1,89,65,99,93,100
228,3,2,7,0,0,100,0,15,0
228,3,2,8,1,100,60,100,76,100
228,3,2,9,1,100,71,100,100,100
228,3,2,10,1,19,96,41,60,16
228,3,2,11,1,87,54,90,80,100
228,3,2,12,1,100,93,100,100,100
228,3,2,13,1,100,65,100,83,100
228,3,2,14,1,100,71,100,76,100
228,3,2,15,1,70,99,81,91,100
228,3,2,16,1,65,68,100,63,100
228,3,2,17,1,99,55,99,99,100
228,3,2,18,1,92,55,93,83,100
228,3,2,19,1,61,52,93,37,100
228,3,2,20,1,46,85,45,56,34
229,3,1,1,0,0,100,50,0,0
229,3,1,2,1,30,53,50,0,100
229,3,1,3,1,20,55,50,60,100
229,3,1,4,1,0,100,50,0,100
229,3,1,5,1,50,55,50,50,100
229,3,1,6,1,20,25,60,0,100
229,3,1,7,1,0,5,50,0,100
229,3,1,8,1,0,0,50,0,100
229,3,1,9,1,0,0,50,0,80
229,3,1,10,0,0,100,0,0,0
229,3,2,1,1,0,4,50,0,100
229,3,2,2,0,0,100,50,0,0
229,3,2,3,0,0,100,50,0,0
229,3,2,4,0,0,100,50,0,0
229,3,2,5,0,50,100,50,0,0
229,3,2,6,0,50,100,51,0,0
229,3,2,7,1,0,0,50,0,100
229,3,2,8,1,0,0,50,0,100
229,3,2,9,1,0,3,50,0,96
229,3,2,10,1,0,0,51,0,100
229,3,2,11,0,0,2,50,0,100
229,3,2,12,1,0,0,50,0,100
229,3,2,13,1,0,0,50,0,100
229,3,2,14,0,0,0,50,0,100
229,3,2,15,1,0,0,50,0,100
229,3,2,16,1,0,0,50,0,100
229,3,2,17,1,0,0,50,0,100
229,3,2,18,1,0,52,50,0,95
229,3,2,19,1,0,0,50,0,100
229,3,2,20,1,0,51,50,0,40
230,3,1,1,0,0,100,0,50,5
230,3,1,2,0,0,100,0,50,0
230,3,1,3,0,10,90,50,50,50
230,3,1,4,0,0,0,0,50,0
230,3,1,5,0,80,70,71,50,80
230,3,1,6,1,20,10,50,50,40
230,3,1,7,2,60,60,50,51,50
230,3,1,8,0,0,100,0,50,10
230,3,1,9,1,0,95,50,50,70
230,3,1,10,0,10,70,100,50,90
230,3,2,1,1,90,10,100,100,100
230,3,2,2,0,0,100,0,0,0
230,3,2,3,0,0,100,0,50,0
230,3,2,4,0,0,100,0,0,0
230,3,2,5,0,0,100,0,50,0
230,3,2,6,0,0,100,0,0,0
230,3,2,7,0,0,100,0,50,1
230,3,2,8,0,5,95,5,5,10
230,3,2,9,0,0,100,0,0,0
230,3,2,10,1,50,70,50,50,60
230,3,2,11,1,100,5,100,1,99
230,3,2,12,1,100,0,100,100,95
230,3,2,13,0,10,90,10,10,30
230,3,2,14,1,90,10,100,100,95
230,3,2,15,1,90,5,100,100,100
230,3,2,16,1,100,0,100,10,100
230,3,2,17,1,90,1,100,100,100
230,3,2,18,0,0,100,0,0,0
230,3,2,19,1,100,5,100,100,100
230,3,2,20,1,100,20,100,50,90
231,3,1,1,1,61,0,80,0,80
231,3,1,2,1,55,5,60,0,70
231,3,1,3,1,70,10,60,60,60
231,3,1,4,1,70,0,65,40,90
231,3,1,5,0,0,100,0,0,0
231,3,1,6,1,20,5,50,0,70
231,3,1,7,1,20,15,40,45,50
231,3,1,8,0,0,100,0,0,0
231,3,1,9,1,10,20,10,10,20
231,3,1,10,1,20,0,60,0,60
231,3,2,1,0,0,100,0,0,0
231,3,2,2,1,75,43,77,4,87
231,3,2,3,0,0,100,0,0,0
231,3,2,4,0,0,100,0,0,0
231,3,2,5,0,0,100,0,0,0
231,3,2,6,1,0,99,0,0,1
231,3,2,7,1,90,39,85,2,100
231,3,2,8,1,64,12,53,0,100
231,3,2,9,1,54,57,47,0,60
231,3,2,10,0,0,100,0,0,0
231,3,2,11,1,60,0,65,0,100
231,3,2,12,1,59,10,57,0,100
231,3,2,13,1,55,55,52,0,75
231,3,2,14,1,66,25,60,0,100
231,3,2,15,1,66,30,50,0,90
231,3,2,16,1,76,0,72,0,100
231,3,2,17,1,80,45,60,0,100
231,3,2,18,1,77,0,69,0,100
231,3,2,19,1,70,20,50,0,100
231,3,2,20,1,53,46,58,0,100
232,3,1,1,1,80,100,100,30,49
232,3,1,2,1,100,75,100,48,100
232,3,1,3,1,59,90,100,42,72
232,3,1,4,0,67,7,100,61,71
232,3,1,5,1,100,73,99,42,100
232,3,1,6,1,100,6,41,54,100
232,3,1,7,1,100,70,100,63,100
232,3,1,8,0,100,100,100,37,15
232,3,1,9,1,100,80,100,43,61
232,3,1,10,0,20,100,100,65,20
232,3,2,1,0,58,55,57,50,42
232,3,2,2,0,40,50,50,49,57
232,3,2,3,0,53,42,43,42,36
232,3,2,4,0,65,69,79,46,22
232,3,2,5,0,53,42,54,53,60
232,3,2,6,0,59,65,37,52,7
232,3,2,7,0,54,54,54,51,55
232,3,2,8,0,66,66,40,58,35
232,3,2,9,1,54,36,55,32,25
232,3,2,10,0,57,54,57,49,36
232,3,2,11,0,72,0,63,57,NA
232,3,2,12,0,53,50,55,50,49
232,3,2,13,0,42,49,43,55,50
232,3,2,14,1,59,24,59,62,62
232,3,2,15,0,55,54,56,42,48
232,3,2,16,0,54,48,57,55,49
232,3,2,17,1,73,48,75,29,71
232,3,2,18,0,44,46,58,56,28
232,3,2,19,0,48,56,51,42,64
232,3,2,20,1,92,3,54,54,96
233,3,1,1,0,16,30,46,50,65
233,3,1,2,1,5,35,71,4,100
233,3,1,3,0,35,7,72,15,71
233,3,1,4,0,71,98,70,50,80
233,3,1,5,0,60,9,68,52,76
233,3,1,6,1,46,93,85,25,99
233,3,1,7,1,0,99,8,98,1
233,3,1,8,1,10,6,50,15,90
233,3,1,9,1,19,1,51,61,76
233,3,1,10,0,75,7,71,30,87
233,3,2,1,1,94,15,62,23,80
233,3,2,2,0,1,88,50,71,11
233,3,2,3,0,50,61,57,62,0
233,3,2,4,0,1,99,49,65,0
233,3,2,5,0,0,99,0,99,1
233,3,2,6,1,91,12,57,23,82
233,3,2,7,0,1,75,50,62,10
233,3,2,8,0,1,66,50,74,28
233,3,2,9,0,0,99,2,99,0
233,3,2,10,1,58,63,52,74,61
233,3,2,11,1,90,3,66,22,95
233,3,2,12,0,14,60,51,64,10
233,3,2,13,0,12,63,52,83,28
233,3,2,14,1,98,7,62,17,82
233,3,2,15,0,2,79,51,71,18
233,3,2,16,1,96,2,65,24,93
233,3,2,17,0,0,99,1,100,0
233,3,2,18,0,2,84,51,75,2
233,3,2,19,1,90,0,76,5,99
233,3,2,20,0,0,97,51,97,1
234,3,1,1,0,34,83,23,92,47
234,3,1,2,1,65,85,79,29,79
234,3,1,3,0,50,89,86,55,69
234,3,1,4,0,77,7,84,81,74
234,3,1,5,0,62,88,32,67,68
234,3,1,6,0,0,0,0,0,0
234,3,1,7,NA,72,84,30,77,96
234,3,1,8,0,48,41,86,26,70
234,3,1,9,1,95,75,99,32,100
234,3,1,10,1,76,88,81,58,88
234,3,2,1,1,1,86,79,78,80
234,3,2,2,0,10,94,17,78,9
234,3,2,3,1,74,80,80,63,90
234,3,2,4,1,90,88,81,72,84
234,3,2,5,1,64,87,84,63,87
234,3,2,6,1,82,84,90,73,88
234,3,2,7,0,15,89,21,30,23
234,3,2,8,0,1,97,9,9,2
234,3,2,9,0,17,94,33,24,7
234,3,2,10,1,90,94,91,56,92
234,3,2,11,0,1,96,0,1,0
234,3,2,12,0,25,90,22,89,4
234,3,2,13,1,78,63,82,83,85
234,3,2,14,1,74,39,88,76,90
234,3,2,15,0,1,93,13,19,0
234,3,2,16,1,94,30,93,10,93
234,3,2,17,0,15,90,20,12,40
234,3,2,18,0,61,84,73,71,34
234,3,2,19,1,84,16,82,87,85
234,3,2,20,1,79,75,68,63,77
235,3,1,1,0,11,81,41,59,0
235,3,1,2,0,26,61,49,60,14
235,3,1,3,0,38,36,61,40,50
235,3,1,4,0,33,36,55,59,23
235,3,1,5,1,26,72,44,69,12
235,3,1,6,0,25,78,61,66,5
235,3,1,7,NA,27,50,44,55,30
235,3,1,8,0,19,68,29,38,17
235,3,1,9,1,44,27,45,39,60
235,3,1,10,0,44,55,50,52,34
235,3,2,1,0,6,83,65,75,8
235,3,2,2,1,37,74,57,55,30
235,3,2,3,0,37,67,42,56,24
235,3,2,4,0,39,65,49,53,30
235,3,2,5,0,36,70,48,55,35
235,3,2,6,0,62,56,71,42,46
235,3,2,7,0,40,81,45,60,25
235,3,2,8,0,31,66,42,46,31
235,3,2,9,0,34,77,45,54,25
235,3,2,10,0,38,70,46,54,31
235,3,2,11,1,42,59,42,41,31
235,3,2,12,1,50,55,51,50,50
235,3,2,13,0,46,47,68,62,39
235,3,2,14,0,22,85,43,66,40
235,3,2,15,1,38,57,48,47,26
235,3,2,16,1,73,24,82,31,87
235,3,2,17,0,36,62,54,53,40
235,3,2,18,0,35,66,41,55,20
235,3,2,19,0,40,66,54,57,38
235,3,2,20,1,57,60,55,55,51
236,3,1,1,0,95,88,91,82,100
236,3,1,2,1,92,82,69,62,73
236,3,1,3,0,13,0,24,11,17
236,3,1,4,1,80,26,87,76,60
236,3,1,5,0,70,61,77,64,60
236,3,1,6,1,0,100,20,5,0
236,3,1,7,NA,70,39,51,56,42
236,3,1,8,0,0,100,0,0,0
236,3,1,9,1,18,76,41,15,49
236,3,1,10,0,36,22,23,31,39
236,3,2,1,0,13,100,9,50,0
236,3,2,2,0,3,98,23,50,1
236,3,2,3,0,13,100,16,50,0
236,3,2,4,0,31,91,32,33,22
236,3,2,5,0,35,99,33,26,1
236,3,2,6,0,22,99,23,49,50
236,3,2,7,0,41,100,38,35,0
236,3,2,8,1,95,18,76,40,100
236,3,2,9,0,25,92,31,35,0
236,3,2,10,0,68,67,66,69,68
236,3,2,11,1,80,42,91,66,85
236,3,2,12,0,39,97,40,50,22
236,3,2,13,0,40,99,35,50,0
236,3,2,14,1,65,74,48,48,38
236,3,2,15,0,39,80,41,35,22
236,3,2,16,1,68,55,86,61,91
236,3,2,17,0,30,100,17,36,50
236,3,2,18,1,85,34,87,55,73
236,3,2,19,1,83,34,83,65,100
236,3,2,20,1,85,34,73,61,96
237,3,1,1,1,51,61,65,58,41
237,3,1,2,1,61,70,58,57,64
237,3,1,3,0,38,57,35,43,2
237,3,1,4,0,42,79,57,48,55
237,3,1,5,1,82,37,74,70,NA
237,3,1,6,0,48,92,28,45,45
237,3,1,7,NA,33,42,72,32,92
237,3,1,8,0,53,62,62,59,69
237,3,1,9,1,36,22,80,44,95
237,3,1,10,0,49,80,59,44,53
237,3,2,1,1,73,72,75,77,75
237,3,2,2,0,1,94,55,6,2
237,3,2,3,0,8,95,13,8,11
237,3,2,4,0,36,60,36,60,34
237,3,2,5,0,47,79,25,19,46
237,3,2,6,0,19,93,14,72,13
237,3,2,7,0,22,89,42,9,15
237,3,2,8,1,60,63,64,61,55
237,3,2,9,0,42,80,40,43,37
237,3,2,10,0,0,4,3,5,18
237,3,2,11,0,33,26,26,22,36
237,3,2,12,0,22,67,20,70,23
237,3,2,13,0,16,93,10,80,10
237,3,2,14,1,15,12,94,43,89
237,3,2,15,0,42,84,35,23,60
237,3,2,16,1,89,42,82,12,88
237,3,2,17,1,72,25,72,27,72
237,3,2,18,0,20,93,13,74,21
237,3,2,19,1,83,55,83,31,84
237,3,2,20,0,39,78,32,35,23
238,3,1,1,0,16,34,58,29,18
238,3,1,2,1,80,79,55,62,68
238,3,1,3,0,25,100,26,49,27
238,3,1,4,0,82,59,66,80,80
238,3,1,5,1,99,32,96,97,NA
238,3,1,6,0,81,75,78,78,82
238,3,1,7,NA,39,46,40,29,43
238,3,1,8,1,95,94,95,93,98
238,3,1,9,1,74,66,90,39,84
238,3,1,10,0,97,93,95,91,97
238,3,2,1,0,13,41,45,38,5
238,3,2,2,0,42,77,100,44,39
238,3,2,3,0,29,94,49,52,28
238,3,2,4,0,34,76,38,45,32
238,3,2,5,0,15,92,23,32,10
238,3,2,6,0,27,31,32,26,0
238,3,2,7,1,92,84,85,44,100
238,3,2,8,1,88,85,87,87,85
238,3,2,9,1,81,83,83,45,98
238,3,2,10,0,28,36,36,36,19
238,3,2,11,1,38,71,60,59,63
238,3,2,12,0,19,41,36,33,32
238,3,2,13,0,32,65,88,78,22
238,3,2,14,1,92,84,89,90,75
238,3,2,15,1,100,57,100,20,100
238,3,2,16,1,89,90,88,39,89
238,3,2,17,1,92,83,98,35,94
238,3,2,18,1,92,78,93,42,100
238,3,2,19,1,87,40,91,38,92
238,3,2,20,1,90,83,82,87,80
239,3,1,1,1,50,10,70,30,85
239,3,1,2,1,70,50,80,40,95
239,3,1,3,0,20,30,50,30,60
239,3,1,4,1,70,25,95,25,100
239,3,1,5,0,0,100,0,1,0
239,3,1,6,1,60,71,71,40,72
239,3,1,7,NA,91,60,80,40,90
239,3,1,8,1,30,61,30,20,39
239,3,1,9,1,30,41,50,40,70
239,3,1,10,0,80,20,80,40,95
239,3,2,1,1,95,90,95,95,80
239,3,2,2,1,94,74,95,90,97
239,3,2,3,0,60,100,40,80,0
239,3,2,4,0,30,100,31,31,0
239,3,2,5,0,62,100,60,59,0
239,3,2,6,1,95,90,90,70,80
239,3,2,7,0,30,92,20,24,9
239,3,2,8,1,100,76,90,90,96
239,3,2,9,0,80,100,61,90,0
239,3,2,10,0,80,99,56,100,0
239,3,2,11,1,100,60,100,91,96
239,3,2,12,1,81,64,91,79,100
239,3,2,13,1,75,40,80,65,99
239,3,2,14,1,91,90,90,90,85
239,3,2,15,0,0,100,49,100,0
239,3,2,16,1,86,70,85,71,100
239,3,2,17,0,58,100,59,57,0
239,3,2,18,1,100,51,90,89,100
239,3,2,19,1,100,40,100,70,95
239,3,2,20,1,100,75,95,80,98
240,3,1,1,1,50,60,50,55,50
240,3,1,2,1,80,70,70,50,90
240,3,1,3,1,0,60,0,0,29
240,3,1,4,0,0,50,50,0,50
240,3,1,5,1,50,70,50,50,NA
240,3,1,6,0,60,40,50,0,90
240,3,1,7,NA,0,70,50,0,100
240,3,1,8,1,0,40,50,0,50
240,3,1,9,1,0,0,54,0,100
240,3,1,10,0,0,50,50,50,50
240,3,2,1,1,50,0,50,0,100
240,3,2,2,1,0,0,50,0,100
240,3,2,3,0,0,0,50,0,50
240,3,2,4,1,0,0,50,0,100
240,3,2,5,0,0,0,0,0,50
240,3,2,6,0,0,54,40,0,19
240,3,2,7,0,0,0,30,0,50
240,3,2,8,1,0,0,0,0,100
240,3,2,9,0,0,20,0,0,49
240,3,2,10,1,0,0,50,0,49
240,3,2,11,1,50,0,50,0,100
240,3,2,12,1,0,0,60,0,100
240,3,2,13,0,0,0,0,0,50
240,3,2,14,1,0,0,51,0,100
240,3,2,15,1,0,0,50,0,100
240,3,2,16,1,0,0,50,50,100
240,3,2,17,1,0,0,50,0,100
240,3,2,18,1,0,0,50,0,100
240,3,2,19,1,0,0,50,0,100
240,3,2,20,0,0,50,50,50,50
241,3,1,1,1,50,30,60,10,100
241,3,1,2,1,63,56,78,12,84
241,3,1,3,0,86,73,72,84,74
241,3,1,4,1,72,31,61,80,29
241,3,1,5,0,66,39,62,53,65
241,3,1,6,0,100,44,90,78,86
241,3,1,7,NA,86,54,70,34,89
241,3,1,8,0,0,100,50,100,0
241,3,1,9,1,57,4,57,3,79
241,3,1,10,0,7,99,20,50,19
241,3,2,1,0,86,79,82,88,1
241,3,2,2,1,51,49,52,47,69
241,3,2,3,0,0,68,4,4,0
241,3,2,4,0,0,85,47,49,0
241,3,2,5,0,0,53,31,37,1
241,3,2,6,0,2,63,48,47,0
241,3,2,7,0,6,98,17,88,1
241,3,2,8,0,43,82,41,39,11
241,3,2,9,1,63,44,65,64,83
241,3,2,10,0,0,86,49,48,0
241,3,2,11,1,64,47,61,47,76
241,3,2,12,1,69,45,60,51,29
241,3,2,13,0,27,75,45,43,19
241,3,2,14,1,86,58,69,68,77
241,3,2,15,1,37,39,43,41,59
241,3,2,16,1,51,46,52,46,84
241,3,2,17,1,66,49,80,53,80
241,3,2,18,0,8,34,45,47,11
241,3,2,19,1,39,4,56,37,86
241,3,2,20,1,79,53,55,47,80
242,3,1,1,1,80,91,80,0,80
242,3,1,2,0,67,48,56,48,18
242,3,1,3,1,10,9,9,10,90
242,3,1,4,0,0,1,51,50,1
242,3,1,5,0,0,100,48,49,0
242,3,1,6,1,68,13,82,50,66
242,3,1,7,NA,0,86,50,51,0
242,3,1,8,0,6,79,49,49,37
242,3,1,9,1,41,3,67,5,92
242,3,1,10,0,2,60,50,50,21
242,3,2,1,0,0,100,51,50,0
242,3,2,2,1,68,95,56,68,80
242,3,2,3,0,1,100,51,50,0
242,3,2,4,0,0,100,51,50,0
242,3,2,5,0,0,100,51,50,0
242,3,2,6,0,0,100,51,50,1
242,3,2,7,0,0,100,49,51,0
242,3,2,8,0,0,100,50,50,0
242,3,2,9,0,0,100,51,50,0
242,3,2,10,0,0,99,51,50,0
242,3,2,11,1,90,60,86,61,100
242,3,2,12,1,64,33,80,66,100
242,3,2,13,1,77,73,90,74,100
242,3,2,14,1,69,59,84,28,100
242,3,2,15,0,0,100,51,50,0
242,3,2,16,1,67,61,71,70,100
242,3,2,17,1,64,29,71,63,100
242,3,2,18,1,65,46,80,62,87
242,3,2,19,1,84,51,79,79,100
242,3,2,20,0,0,100,51,50,0
243,3,1,1,0,5,88,21,33,3
243,3,1,2,0,20,88,16,12,16
243,3,1,3,1,60,17,61,41,79
243,3,1,4,0,21,80,40,37,37
243,3,1,5,0,29,72,33,46,29
243,3,1,6,0,17,92,6,13,7
243,3,1,7,NA,0,0,0,0,0
243,3,1,8,1,37,67,45,47,56
243,3,1,9,1,25,69,25,26,72
243,3,1,10,0,23,73,23,27,31
243,3,2,1,0,51,81,54,54,61
243,3,2,2,0,6,89,13,36,15
243,3,2,3,0,0,89,0,0,0
243,3,2,4,0,0,93,0,0,0
243,3,2,5,0,0,83,0,0,0
243,3,2,6,0,0,87,0,0,0
243,3,2,7,0,0,86,30,25,8
243,3,2,8,0,11,89,14,34,5
243,3,2,9,0,15,72,21,34,14
243,3,2,10,1,0,79,22,26,26
243,3,2,11,1,72,57,65,54,66
243,3,2,12,1,7,61,9,39,53
243,3,2,13,1,19,91,32,31,11
243,3,2,14,1,54,64,64,60,69
243,3,2,15,0,0,95,0,0,0
243,3,2,16,1,34,8,77,9,100
243,3,2,17,0,0,94,0,0,0
243,3,2,18,0,13,90,20,35,8
243,3,2,19,1,92,70,87,71,100
243,3,2,20,1,71,58,100,12,80
244,3,1,1,0,13,13,10,14,4
244,3,1,2,0,1,100,2,2,0
244,3,1,3,0,61,35,64,42,62
244,3,1,4,1,12,35,17,20,1
244,3,1,5,0,50,50,50,49,47
244,3,1,6,0,1,19,16,19,0
244,3,1,7,NA,75,34,17,19,100
244,3,1,8,0,0,0,0,0,0
244,3,1,9,1,40,48,40,49,56
244,3,1,10,0,27,57,32,48,0
244,3,2,1,0,50,50,51,50,50
244,3,2,2,0,51,51,51,50,50
244,3,2,3,0,51,100,0,70,49
244,3,2,4,0,50,51,51,50,51
244,3,2,5,0,50,51,51,50,47
244,3,2,6,0,50,51,51,50,50
244,3,2,7,1,50,50,50,51,50
244,3,2,8,0,50,50,50,51,50
244,3,2,9,0,50,51,51,50,50
244,3,2,10,0,50,51,51,50,51
244,3,2,11,0,50,51,51,50,50
244,3,2,12,0,51,51,51,51,50
244,3,2,13,0,49,50,51,49,50
244,3,2,14,0,50,51,51,50,50
244,3,2,15,0,50,49,51,50,50
244,3,2,16,0,51,50,51,50,50
244,3,2,17,0,50,51,51,50,50
244,3,2,18,0,52,51,51,50,99
244,3,2,19,0,50,51,52,50,50
244,3,2,20,0,49,51,52,50,47
245,3,1,1,1,16,89,23,34,20
245,3,1,2,0,10,96,17,26,3
245,3,1,3,0,21,53,40,53,NA
245,3,1,4,0,41,NA,58,49,48
245,3,1,5,0,56,17,58,42,58
245,3,1,6,0,0,3,0,70,0
245,3,1,7,NA,60,63,97,75,88
245,3,1,8,0,5,98,12,56,6
245,3,1,9,1,53,0,75,19,97
245,3,1,10,0,51,10,73,52,61
245,3,2,1,1,5,100,5,17,1
245,3,2,2,0,19,97,28,27,38
245,3,2,3,0,17,39,31,32,16
245,3,2,4,0,38,88,50,49,19
245,3,2,5,0,2,100,13,10,0
245,3,2,6,0,57,70,54,43,71
245,3,2,7,0,13,100,17,30,5
245,3,2,8,0,2,100,7,3,4
245,3,2,9,0,62,37,66,60,30
245,3,2,10,1,55,54,57,56,88
245,3,2,11,1,83,10,60,49,99
245,3,2,12,0,20,98,25,30,16
245,3,2,13,0,0,100,1,0,0
245,3,2,14,1,85,9,87,57,98
245,3,2,15,1,76,5,92,17,97
245,3,2,16,0,18,94,18,19,7
245,3,2,17,0,0,100,11,40,0
245,3,2,18,1,85,100,68,60,98
245,3,2,19,0,0,100,9,5,0
245,3,2,20,0,24,74,36,44,31
246,3,1,1,0,16,95,10,23,5
246,3,1,2,1,86,32,76,39,86
246,3,1,3,0,38,50,58,49,27
246,3,1,4,0,64,13,13,63,89
246,3,1,5,0,30,70,24,44,10
246,3,1,6,1,55,67,95,70,76
246,3,1,7,NA,80,60,59,40,75
246,3,1,8,0,50,80,71,41,19
246,3,1,9,1,73,37,59,41,83
246,3,1,10,1,20,50,39,71,50
246,3,2,1,0,14,85,9,48,9
246,3,2,2,0,0,99,2,18,0
246,3,2,3,0,48,80,53,40,29
246,3,2,4,0,0,100,0,22,0
246,3,2,5,1,33,90,57,32,31
246,3,2,6,0,0,95,0,0,0
246,3,2,7,0,40,81,39,31,44
246,3,2,8,1,15,78,43,8,15
246,3,2,9,0,9,96,0,49,2
246,3,2,10,1,31,75,24,50,38
246,3,2,11,1,74,31,35,62,79
246,3,2,12,1,89,15,97,78,94
246,3,2,13,0,0,98,0,0,0
246,3,2,14,1,96,5,91,74,100
246,3,2,15,1,58,53,59,58,66
246,3,2,16,1,98,2,83,0,100
246,3,2,17,0,5,82,21,51,3
246,3,2,18,0,9,100,0,0,0
246,3,2,19,0,33,72,31,10,26
246,3,2,20,1,28,64,34,31,25
247,3,1,1,1,87,26,70,87,100
247,3,1,2,1,94,41,83,85,100
247,3,1,3,0,1,74,32,23,21
247,3,1,4,1,39,67,64,47,100
247,3,1,5,1,75,47,72,56,100
247,3,1,6,0,1,1,31,81,1
247,3,1,7,NA,0,100,41,14,0
247,3,1,8,0,15,67,30,39,35
247,3,1,9,1,10,19,57,29,62
247,3,1,10,1,48,89,78,94,98
247,3,2,1,0,66,14,63,71,90
247,3,2,2,0,39,59,42,67,58
247,3,2,3,0,67,27,58,65,77
247,3,2,4,0,58,85,24,70,20
247,3,2,5,0,25,97,24,68,60
247,3,2,6,0,32,68,38,60,59
247,3,2,7,0,58,94,33,28,37
247,3,2,8,0,27,62,32,62,32
247,3,2,9,0,55,35,59,37,77
247,3,2,10,0,36,39,63,60,65
247,3,2,11,0,29,80,25,16,21
247,3,2,12,0,39,58,38,61,43
247,3,2,13,0,61,72,38,30,38
247,3,2,14,0,62,81,39,36,28
247,3,2,15,0,12,85,22,69,21
247,3,2,16,0,3,88,13,14,7
247,3,2,17,0,25,75,61,63,28
247,3,2,18,0,57,37,31,65,44
247,3,2,19,0,61,54,38,54,72
247,3,2,20,0,22,76,22,37,32
248,3,1,1,1,85,65,90,15,100
248,3,1,2,1,45,18,100,35,100
248,3,1,3,1,15,25,25,1,100
248,3,1,4,0,0,25,40,55,55
248,3,1,5,1,15,60,75,55,75
248,3,1,6,1,5,0,90,0,95
248,3,1,7,NA,0,100,100,100,0
248,3,1,8,1,0,0,35,0,100
248,3,1,9,1,0,0,51,0,95
248,3,1,10,0,0,100,100,100,0
248,3,2,1,0,0,100,100,100,0
248,3,2,2,0,0,100,10,100,0
248,3,2,3,0,0,100,100,100,0
248,3,2,4,1,100,95,100,20,70
248,3,2,5,0,0,100,100,100,0
248,3,2,6,0,0,100,100,100,0
248,3,2,7,0,0,100,100,100,0
248,3,2,8,1,100,14,100,70,100
248,3,2,9,1,60,100,100,100,65
248,3,2,10,0,75,100,100,100,70
248,3,2,11,1,15,0,75,0,100
248,3,2,12,0,0,100,100,100,1
248,3,2,13,0,0,100,100,100,5
248,3,2,14,1,0,0,70,0,100
